LE,gammaE,LElev,LA,w
5.332968572352252,0.47147542923186914,972.9609404800321,16.92687186550633,0.9835134084828031
5.0107820855434495,0.4874871812203796,914.6663428515722,22.276036274411815,0.9910764343619679
4.636926534333277,0.4837711744478964,1097.3306251723789,12.299226232964646,0.9919016867412259
5.564514441301306,0.47315108901187747,1196.7338545516195,35.24216912495753,0.9649282334728585
4.511389816765155,0.47780912901127853,1441.6081811854026,13.556818196121394,0.9968493434162442
5.23147702645735,0.4726523672572376,1320.9033272428574,20.66290794011556,0.9707239824948732
5.329437049513868,0.4915369073011487,1055.73648920288,18.987675380516794,0.9920482858718824
4.904266651795842,0.48496677227208973,1324.0631126325388,9.688669798459296,0.9721669888379856
5.757885392585265,0.4964604953845506,867.242090999041,25.783923886709136,0.9947580217841809
5.147371540152267,0.5016365623424309,1006.1779909993828,9.109326614047234,0.966055815216087
4.885693877797256,0.5225853672130101,1060.1541382786347,22.668553743446164,0.9988809748225919
4.827191756827826,0.4893587412378725,1281.1055423308628,10.176097405684436,0.9961128000827069
4.437281962186902,0.4692005057032668,1549.5624112900111,9.875709484527706,0.9886076862697634
5.850635458579732,0.47680082085075254,1088.6502951255331,24.915493397424395,0.9850932173708422
4.639318666289198,0.4973980366025187,1301.8658005341204,11.084731329799844,0.9865532142662959
5.046915297434713,0.507575115268348,1318.7413748044453,15.587705885716625,0.9858126109217532
4.8674630136913875,0.5136825706306652,1201.3937939828606,27.936137360442913,0.9878439668295863
5.214625987588611,0.49469832726937624,940.2706361904817,13.37089277336057,0.986277170031625
5.12586362954503,0.46213887283771493,1065.6133702597367,18.34778692963913,0.9955516572555979
5.136269232619113,0.4753862247783769,1152.1877777873885,26.84522731597003,0.988686047295837
5.3326054599104955,0.4961591237976364,1080.869944623311,13.19389428386245,0.9815751590529197
5.268297474402216,0.5055393200833368,1019.5954684895144,32.20115577080483,0.9908626027659444
4.834940460595967,0.4686939231951277,1368.046482369947,13.0161638816329,0.9846984730462423
4.980518128059121,0.4690659525529683,1436.156053902513,10.99321864150283,0.9893305417063738
4.898578878751767,0.5239819816515178,994.909362311625,27.439737880650124,0.9877688108609637
4.8824731879237255,0.5137470787151437,795.9079097663911,9.169406223940324,0.99122402019427
4.836351655015418,0.5110966369646878,888.913169474709,8.817458729823468,0.9904236677970905
5.3168660883292915,0.5183994607148515,1006.0828626508288,12.583754677023773,0.9929222293837094
5.071883665193846,0.4549305473620658,1261.3199327973657,22.105632192889956,0.9882934722648511
5.104085644856133,0.4670457226186575,1495.26146194734,28.99692701169101,0.9743854071683907
4.93184160270547,0.46752891808951,995.8840648261167,34.46508209740513,0.9817434241910015
5.72338335497244,0.4940759581270188,1094.444193233175,29.097364848217843,0.9734854090424966
4.747650284313906,0.49177833175596614,1185.370315673946,30.317419395179616,0.9878685534435302
4.794225330599472,0.4964679125266771,1136.7458649002208,28.923562924118748,0.9847793168517924
5.084990357164487,0.49662603337032896,1046.5923724667243,21.06295255539304,0.9888082065830346
4.946843083605947,0.5097847002235221,1233.3539996457805,17.19555135647869,0.9878378850577597
5.140986488935993,0.44964313358601143,1421.8768608608343,19.08105658034655,0.9876081467333753
5.034718579713906,0.4398450754087129,1485.7755294550577,21.63208150236765,0.9940518530630075
5.127926700829562,0.5290923959947506,829.534761625579,10.829118041782323,0.9740163718582893
5.4217272002844465,0.5147511400844975,1035.9799412868924,15.666735287353037,0.9836597503095362
4.860496238841663,0.4861894940517071,1056.6511220905475,11.325590717658104,0.9962607484860783
4.753270786166657,0.4941401086618826,1039.3216110491735,13.361262652501388,0.9969129471462245
5.152339378138774,0.5111691300746395,1029.5199969112427,11.093653202479125,0.9984676272802003
5.0649383855368,0.5049207630095717,983.5532584958613,9.735740950656536,0.9983800842509403
5.088720655505462,0.5061702145370267,990.4418208263052,6.9269446474047385,0.9984317266860986
4.9460373020297626,0.49611652452108834,1070.1568681926806,29.80664884205427,0.9892232828995752
4.917620917983741,0.5012934545332818,1024.2450277060548,25.212154111074486,0.9891904046188095
4.987525673635954,0.4869858307538173,1320.6471256373118,29.412871679107223,0.9926640515409021
5.119247842894422,0.49333304445245535,1280.4032656496738,27.51944131592375,0.9978199400130191
5.0817647117369615,0.469358375004919,1286.7777461071657,13.852093162892686,0.9886917257830841
5.0628902183342355,0.4828413296050758,1289.3680300645315,9.12215933649653,0.9905133269461247
5.683544246257045,0.46616390984322836,992.3065599948534,23.118984366400376,0.9915596657757783
4.572314135956183,0.506085438651993,1054.5016873991701,30.876113890566607,0.9811948129004843
5.113972015184834,0.5229705157810429,1185.6719197549055,15.663302019640872,0.9926747278512202
4.429185125144384,0.49867773817235544,1153.640391381109,25.597988000770165,0.9986613038094918
5.482079246936434,0.4950620298752376,950.5449913143848,13.838964053098104,0.9972019413641396
5.427773419788716,0.4838202477182567,845.5745506330973,13.186168070020981,0.9982604278363518
5.3504037512668905,0.4905152244746867,954.53468964692,13.218047665631627,0.9968440855482877
4.918290385918654,0.4491727018740352,1469.9214283903598,14.330801120446704,0.990312748996784
5.10105189921142,0.5312273231058903,918.5656553385304,18.35041065608599,0.9841276009653226
4.922699573670573,0.5009653281097648,1545.1082559549916,4.400915916372714,0.9791629610348378
5.293111986269443,0.44563190900260097,1532.6275494992522,33.91797842216482,0.9826392200101176
4.439482156116178,0.5293296133465707,1176.4595288652756,34.00208578536359,0.9775588886475116
4.961126973395309,0.4931922458733355,1255.5163463509468,5.807811428887039,0.9983437365638167
4.538809103519451,0.467858734551851,1401.2565369204974,38.44892427435867,0.9555971352441087
5.153409823562118,0.49533508194519016,964.5126618511023,5.695843180706554,0.9955680158306504
4.943615073809734,0.5195545493749398,1086.4776257119795,33.25325966155852,0.9841453973382271
5.07092246541961,0.4603201071044686,1284.761004634561,25.02944319310703,0.9875709995493115
4.911648022685629,0.49478135263437273,1042.77378316851,13.91754397542019,0.9889069056434365
